PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI,label
35942220,An Integrated Pharmacological Counselling Approach to Guide Decision-Making in the Treatment with CDK4/6 Inhibitors for Metastatic Breast Cancer,"Roncato R, Gerratana L, Palmero L, Gagno S, Poetto AS, Peruzzi E, Zanchetta M, Posocco B, De Mattia E, Canil G, Alberti M, Orleni M, Toffoli G, Puglisi F, Cecchin E.",Front Pharmacol. 2022 Jul 22;13:897951. doi: 10.3389/fphar.2022.897951. eCollection 2022.,Roncato R,Front Pharmacol,2022,9/8/2022,PMC9356076,,10.3389/fphar.2022.897951,CDK
37070653,"Design of SERENA-6, a phase III switching trial of camizestrant in ESR1-mutant breast cancer during first-line treatment","Turner N, Huang-Bartlett C, Kalinsky K, Cristofanilli M, Bianchini G, Chia S, Iwata H, Janni W, Ma CX, Mayer EL, Park YH, Fox S, Liu X, McClain S, Bidard FC.",Future Oncol. 2023 Mar;19(8):559-573. doi: 10.2217/fon-2022-1196. Epub 2023 Apr 18.,Turner N,Future Oncol,2023,18/4/2023,,,10.2217/fon-2022-1196,CDK
35834030,Molecular perspective on targeted therapy in breast cancer: a review of current status,"Demir Cetinkaya B, Biray Avci C.",Med Oncol. 2022 Jul 14;39(10):149. doi: 10.1007/s12032-022-01749-1.,Demir Cetinkaya B,Med Oncol,2022,14/7/2022,PMC9281252,,10.1007/s12032-022-01749-1,CDK
36045271,"Clinical management of metastatic hormone receptor-positive, HER2-negative breast cancer (MBC) after CDK 4/6 inhibitors: a retrospective single-institution study","Choong GM, Liddell S, Ferre RAL, O'Sullivan CC, Ruddy KJ, Haddad TC, Hobday TJ, Peethambaram PP, Liu MC, Goetz MP, Giridhar KV.",Breast Cancer Res Treat. 2022 Nov;196(1):229-237. doi: 10.1007/s10549-022-06713-1. Epub 2022 Aug 31.,Choong GM,Breast Cancer Res Treat,2022,31/8/2022,PMC9829187,NIHMS1856531,10.1007/s10549-022-06713-1,CDK
34665067,A deep dive into CDK4/6 inhibitors: Evaluating real world toxicities and treatment paradigms in the elderly population,"Olazagasti C, Lee CS, Liu A, Stefanov D, Cheng K.",J Oncol Pharm Pract. 2023 Jan;29(1):14-21. doi: 10.1177/10781552211050106. Epub 2021 Oct 19.,Olazagasti C,J Oncol Pharm Pract,2023,19/10/2021,,,10.1177/10781552211050106,CDK
36755269,The BRD4 inhibitor JQ1 augments the antitumor efficacy of abemaciclib in preclinical models of gastric carcinoma,"Feng M, Xu H, Zhou W, Pan Y.",J Exp Clin Cancer Res. 2023 Feb 9;42(1):44. doi: 10.1186/s13046-023-02615-2.,Feng M,J Exp Clin Cancer Res,2023,9/2/2023,PMC9909925,,10.1186/s13046-023-02615-2,CDK
36085411,Arthralgia induced by endocrine therapy with or without cyclin-dependent kinase 4/6 inhibitors in breast cancer: A systematic review and meta-analysis,"Takatsuka D, Sawaki M, Hattori M, Yoshimura A, Kotani H, Kataoka A, Horisawa N, Ozaki Y, Endo Y, Nozawa K, Iwata H.",Asia Pac J Clin Oncol. 2022 Sep 9. doi: 10.1111/ajco.13840. Online ahead of print.,Takatsuka D,Asia Pac J Clin Oncol,2022,10/9/2022,,,10.1111/ajco.13840,CDK
36908287,Update Breast Cancer 2022 Part 6 - Advanced-Stage Breast Cancer,"Lüftner D, Lux MP, Fehm TN, Welslau M, Müller V, Schütz F, Fasching PA, Janni W, Thomssen C, Witzel I, Beierlein M, Belleville E, Untch M, Thill M, Ditsch N, Aktas B, Banys-Paluchowski M, Kolberg-Liedtke C, Wöckel A, Kolberg HC, Harbeck N, Stickeler E, Tesch H, Hartkopf AD.",Geburtshilfe Frauenheilkd. 2023 Mar 9;83(3):299-309. doi: 10.1055/a-2018-9184. eCollection 2023 Mar.,Lüftner D,Geburtshilfe Frauenheilkd,2023,13/3/2023,PMC9998183,,10.1055/a-2018-9184,CDK
37230537,Dendritic cell therapy augments antitumor immunity triggered by CDK4/6 inhibition and immune checkpoint blockade by unleashing systemic CD4 T-cell responses,"Kumar A, Ramani V, Bharti V, de Lima Bellan D, Saleh N, Uzhachenko R, Shen C, Arteaga C, Richmond A, Reddy SM, Vilgelm A.",J Immunother Cancer. 2023 May;11(5):e006019. doi: 10.1136/jitc-2022-006019.,Kumar A,J Immunother Cancer,2023,25/5/2023,PMC10231009,,10.1136/jitc-2022-006019,CDK
36358806,The Renaissance of CDK Inhibitors in Breast Cancer Therapy: An Update on Clinical Trials and Therapy Resistance,"Abdelmalak M, Singh R, Anwer M, Ivanchenko P, Randhawa A, Ahmed M, Ashton AW, Du Y, Jiao X, Pestell R.",Cancers (Basel). 2022 Nov 1;14(21):5388. doi: 10.3390/cancers14215388.,Abdelmalak M,Cancers (Basel),2022,11/11/2022,PMC9655989,,10.3390/cancers14215388,CDK
37189701,Clinical Review on the Management of Breast Cancer Visceral Crisis,"Benvenuti C, Gaudio M, Jacobs F, Saltalamacchia G, De Sanctis R, Torrisi R, Santoro A, Zambelli A.",Biomedicines. 2023 Apr 3;11(4):1083. doi: 10.3390/biomedicines11041083.,Benvenuti C,Biomedicines,2023,16/5/2023,PMC10136132,,10.3390/biomedicines11041083,CDK
37186799,Prognostic Parameters of Palbociclib in HR+/HER2- Advanced Breast Cancer: A Narrative Review,"Wang W, Wu J, Chen K, Wang X, Shao X.",Technol Cancer Res Treat. 2023 Jan-Dec;22:15330338231173504. doi: 10.1177/15330338231173504.,Wang W,Technol Cancer Res Treat,2023,15/5/2023,PMC10192799,,10.1177/15330338231173504,CDK
36405937,Efficacy of cyclin-dependent kinase 4/6 inhibitors in patients with metastatic hormone positive breast cancer: a single institutional study from India,"Ganguly S, Mukherjee N, Mandal S, Roy S, Agarwal S, Biswas B, Ghosh J.",Ecancermedicalscience. 2022 Sep 26;16:1450. doi: 10.3332/ecancer.2022.1450. eCollection 2022.,Ganguly S,Ecancermedicalscience,2022,21/11/2022,PMC9666281,,10.3332/ecancer.2022.1450,CDK
37219458,Targeting Cell Cycle Facilitates E1A-Independent Adenoviral Replication,"Ehrenfeld M, Segeth F, Mantwill K, Brockhaus C, Zhao Y, Ploner C, Kolk A, Gschwend JE, Nawroth R, Holm PS.",J Virol. 2023 May 23:e0037023. doi: 10.1128/jvi.00370-23. Online ahead of print.,Ehrenfeld M,J Virol,2023,23/5/2023,,,10.1128/jvi.00370-23,CDK
35962417,Regression of choroidal metastasis from breast carcinoma with palbociclib,"Parakh S, Das S, Maheshwari S, Gupta V, Luthra G, Luthra S.",Int J Retina Vitreous. 2022 Aug 12;8(1):54. doi: 10.1186/s40942-022-00398-w.,Parakh S,Int J Retina Vitreous,2022,12/8/2022,PMC9373398,,10.1186/s40942-022-00398-w,CDK
36768557,Deciphering the Immunomodulatory Role of Cyclin-Dependent Kinase 4/6 Inhibitors in the Tumor Microenvironment,"Pandey P, Khan F, Upadhyay TK, Sharangi AB.",Int J Mol Sci. 2023 Jan 23;24(3):2236. doi: 10.3390/ijms24032236.,Pandey P,Int J Mol Sci,2023,11/2/2023,PMC9916547,,10.3390/ijms24032236,CDK
36728357,"Development and Validation of a Quantitative LC-MS/MS Method for CDK4/6 Inhibitors Palbociclib, Ribociclib, Abemaciclib, and Abemaciclib-M2 in Human Plasma","Burke SM, Kamal M, Goey AKL.",Ther Drug Monit. 2023 Jun 1;45(3):327-336. doi: 10.1097/FTD.0000000000001063. Epub 2023 Jan 10.,Burke SM,Ther Drug Monit,2023,2/2/2023,PMC10175095,NIHMS1849297,10.1097/FTD.0000000000001063,CDK
37011445,"Palbociclib and Michael-acceptor hybrid compounds as CDK4/6 covalent inhibitors: Improved potency, broad anticancer spectrum and overcoming drug resistance","Fang L, Chu M, Yan C, Liu Y, Zhao Z.",Bioorg Med Chem. 2023 Apr 15;84:117263. doi: 10.1016/j.bmc.2023.117263. Epub 2023 Mar 26.,Fang L,Bioorg Med Chem,2023,3/4/2023,,,10.1016/j.bmc.2023.117263,CDK
37190065,"Autophagy and Breast Cancer: Connected in Growth, Progression, and Therapy","Wu Q, Sharma D.",Cells. 2023 Apr 14;12(8):1156. doi: 10.3390/cells12081156.,Wu Q,Cells,2023,16/5/2023,PMC10136604,,10.3390/cells12081156,CDK
35972646,Infectious complications of cyclin-dependent kinases 4 and 6 inhibitors in patients with hormone-receptor-positive metastatic breast cancer: a systematic review and meta-analysis,"Bas O, Erul E, Guven DC, Aksoy S.",Support Care Cancer. 2022 Nov;30(11):9071-9078. doi: 10.1007/s00520-022-07320-y. Epub 2022 Aug 16.,Bas O,Support Care Cancer,2022,16/8/2022,,,10.1007/s00520-022-07320-y,CDK
36813612,Identification of the KIF and MCM protein families as novel targets for combination therapy with CDK4/6 inhibitors in bladder cancer,"Kositza J, Nguyen J, Hong T, Mantwill K, Nawroth R.",Urol Oncol. 2023 May;41(5):253.e11-253.e20. doi: 10.1016/j.urolonc.2023.01.010. Epub 2023 Feb 21.,Kositza J,Urol Oncol,2023,22/2/2023,,,10.1016/j.urolonc.2023.01.010,CDK
36539670,Effect of prior treatments on post-CDK 4/6 inhibitor survival in hormone receptor-positive breast cancer,"Franks J, Caston NE, Elkhanany A, Gerke T, Azuero A, Rocque GB.",Breast Cancer Res Treat. 2023 Feb;197(3):673-681. doi: 10.1007/s10549-022-06823-w. Epub 2022 Dec 21.,Franks J,Breast Cancer Res Treat,2023,20/12/2022,PMC9883320,,10.1007/s10549-022-06823-w,CDK
36005200,Palbociclib Induces the Apoptosis of Lung Squamous Cell Carcinoma Cells via RB-Independent STAT3 Phosphorylation,"Xiang W, Qi W, Li H, Sun J, Dong C, Ou H, Liu B.",Curr Oncol. 2022 Aug 18;29(8):5855-5868. doi: 10.3390/curroncol29080462.,Xiang W,Curr Oncol,2022,25/8/2022,PMC9406926,,10.3390/curroncol29080462,CDK
36792625,Targeting mTOR to overcome resistance to hormone and CDK4/6 inhibitors in ER-positive breast cancer models,"Rodriguez MJ, Perrone MC, Riggio M, Palafox M, Salinas V, Elia A, Salgueiro ND, Werbach AE, Marks MP, Kauffman MA, Vellón L, Serra V, Novaro V.",Sci Rep. 2023 Feb 15;13(1):2710. doi: 10.1038/s41598-023-29425-y.,Rodriguez MJ,Sci Rep,2023,15/2/2023,PMC9932145,,10.1038/s41598-023-29425-y,CDK
36082097,Advances in neoadjuvant therapy for HER2-positive breast cancers: a narrative review,"Wang Q, Wang X, Yang Y.",Gland Surg. 2022 Aug;11(8):1415-1423. doi: 10.21037/gs-22-439.,Wang Q,Gland Surg,2022,9/9/2022,PMC9445724,,10.21037/gs-22-439,CDK
35527301,Effects of ABCB1 and ABCG2 polymorphisms on the pharmacokinetics of abemaciclib,"Maeda A, Ando H, Irie K, Hashimoto N, Morishige JI, Fukushima S, Okada A, Ebi H, Matsuzaki M, Iwata H, Sawaki M.",Eur J Clin Pharmacol. 2022 Aug;78(8):1239-1247. doi: 10.1007/s00228-022-03331-0. Epub 2022 May 9.,Maeda A,Eur J Clin Pharmacol,2022,8/5/2022,,,10.1007/s00228-022-03331-0,CDK
36067171,Indisulam synergizes with palbociclib to induce senescence through inhibition of CDK2 kinase activity,"Pogacar Z, Johnson JL, Krenning L, De Conti G, Jochems F, Lieftink C, Velds A, Wardak L, Groot K, Schepers A, Wang L, Song JY, van de Ven M, van Tellingen O, Medema RH, Beijersbergen RL, Bernards R, Leite de Oliveira R.",PLoS One. 2022 Sep 6;17(9):e0273182. doi: 10.1371/journal.pone.0273182. eCollection 2022.,Pogacar Z,PLoS One,2022,6/9/2022,PMC9447877,,10.1371/journal.pone.0273182,CDK
36528759,Incidence of and risk factors for non-hematologic toxicity with combined radiotherapy and CDK4/6 inhibitors in metastatic breast cancer using dose-volume parameters analysis: a multicenter cohort study,"Kawamoto T, Shikama N, Imano N, Kubota H, Kosugi T, Sekii S, Harada H, Yamada K, Naoi Y, Miyazawa K, Hirano Y, Wada Y, Tonari A, Saito T, Uchida N, Araki N, Nakamura N.",Breast Cancer. 2023 Mar;30(2):282-292. doi: 10.1007/s12282-022-01422-5. Epub 2022 Dec 17.,Kawamoto T,Breast Cancer,2023,17/12/2022,,,10.1007/s12282-022-01422-5,CDK
37069173,Prognostic significance of HER2-low status in HR-positive/HER2-negative advanced breast cancer treated with CDK4/6 inhibitors,"Zattarin E, Presti D, Mariani L, Sposetti C, Leporati R, Menichetti A, Corti C, Benvenuti C, Fucà G, Lobefaro R, Ligorio F, Provenzano L, Vingiani A, Del Vecchio M, Griguolo G, Sirico M, Bernocchi O, Marra A, Zagami P, Agostinetto E, Jacobs F, Di Mauro P, Esposito A, Giorgi CA, Lalli L, Boldrini L, Giacchetti PPB, Schianca AC, Guarneri V, Pedersini R, Losurdo A, Zambelli A, Generali D, Criscitiello C, Curigliano G, Pruneri G, de Braud F, Dieci MV, Vernieri C.",NPJ Breast Cancer. 2023 Apr 17;9(1):27. doi: 10.1038/s41523-023-00534-1.,Zattarin E,NPJ Breast Cancer,2023,17/4/2023,PMC10110597,,10.1038/s41523-023-00534-1,CDK
35349366,A Novel External Auditory Canal Squamous Cell Carcinoma Cell Line Sensitive to CDK4/6 Inhibition,"García-Marín R, Cabal VN, Fernández-Cedrón Bermejo C, Riobello C, Suárez-Fernández L, Codina-Martínez H, Navarro-García A, Lorenzo-Guerra SL, García-Martínez J, Vivanco B, López F, Llorente JL, Hermsen MA.",Otolaryngol Head Neck Surg. 2023 Apr;168(4):729-737. doi: 10.1177/01945998221089186. Epub 2023 Feb 5.,García-Marín R,Otolaryngol Head Neck Surg,2023,29/3/2022,,,10.1177/01945998221089186,CDK
36884374,CDK6 activity in a recurring convergent kinase network motif,"Gangemi CG, Sabapathy RT, Janovjak H.",FASEB J. 2023 Apr;37(4):e22845. doi: 10.1096/fj.202201344R.,Gangemi CG,FASEB J,2023,8/3/2023,,,10.1096/fj.202201344R,CDK
36000362,Integrating new oral selective oestrogen receptor degraders in the breast cancer treatment,"Garcia-Fructuoso I, Gomez-Bravo R, Schettini F.",Curr Opin Oncol. 2022 Nov 1;34(6):635-642. doi: 10.1097/CCO.0000000000000892. Epub 2022 Aug 24.,Garcia-Fructuoso I,Curr Opin Oncol,2022,24/8/2022,,,10.1097/CCO.0000000000000892,CDK
36051470,Immunogenicity of SARS-CoV-2 vaccines in patients with breast cancer,"Denault E, Nakajima E, Naranbhai V, Hutchinson JA, Mortensen L, Neihoff E, Barabell C, Comander A, Juric D, Kuter I, Mulvey T, Peppercorn J, Rosenstock AS, Shin J, Vidula N, Wander SA, Moy B, Ellisen LW, Isakoff SJ, Iafrate AJ, Gainor JF, Bardia A, Spring LM.",Ther Adv Med Oncol. 2022 Aug 22;14:17588359221119370. doi: 10.1177/17588359221119370. eCollection 2022.,Denault E,Ther Adv Med Oncol,2022,2/9/2022,PMC9425892,,10.1177/17588359221119370,CDK
36307325,[Therapeutic strategies for the treatment of endocrine resistant hormone receptor positive advanced breast cancer],"Grellety T, Hajjaji N, Petit T, Bailleux C.",Bull Cancer. 2023 Jan;110(1):69-87. doi: 10.1016/j.bulcan.2022.09.007. Epub 2022 Oct 25.,Grellety T,Bull Cancer,2023,28/10/2022,,,10.1016/j.bulcan.2022.09.007,CDK
36902831,Efficacy of CDK 4/6 Inhibitors and Radiotherapy in Breast Cancer Patients with Brain Metastases,"Kubeczko M, Jarząb M, Krzywon A, Gräupner D, Polakiewicz-Gilowska A, Gabryś D.",J Clin Med. 2023 Mar 4;12(5):2044. doi: 10.3390/jcm12052044.,Kubeczko M,J Clin Med,2023,11/3/2023,PMC10004463,,10.3390/jcm12052044,CDK
36675501,Prognostic Potential of Cyclin D1 Expression in Colorectal Cancer,"Jun SY, Kim J, Yoon N, Maeng LS, Byun JH.",J Clin Med. 2023 Jan 10;12(2):572. doi: 10.3390/jcm12020572.,Jun SY,J Clin Med,2023,21/1/2023,PMC9867305,,10.3390/jcm12020572,CDK
36551586,Endocrine Therapy-Based Strategies for Metastatic Breast Cancer with Different Endocrine Sensitivity Statuses: A Systematic Review and Network Meta-Analysis,"Wang J, Han Y, Wang J, Li Q, Xu B.",Cancers (Basel). 2022 Dec 11;14(24):6100. doi: 10.3390/cancers14246100.,Wang J,Cancers (Basel),2022,23/12/2022,PMC9776369,,10.3390/cancers14246100,CDK
36414498,Consequences of Discontinuing a 4/6 Cyclin D-Dependent Kinase Inhibitor During Endocrine Treatment in Hormone-Sensitive Metastatic Breast Cancer Patients in the Context of the COVID-19 Outbreak,"Martin S, Pflumio C, Trensz P, Schaff-Wendling F, Weindling MK, Fischbach C, Pierard L, Limacher JM, Nader R, Velten M, Petit T.",Clin Breast Cancer. 2023 Jan;23(1):32-37. doi: 10.1016/j.clbc.2022.10.006. Epub 2022 Oct 13.,Martin S,Clin Breast Cancer,2023,22/11/2022,PMC9558751,,10.1016/j.clbc.2022.10.006,CDK
36035756,miR-199a-3p increases the anti-tumor activity of palbociclib in liver cancer models,"Callegari E, Guerriero P, Bassi C, D'Abundo L, Frassoldati A, Simoni E, Astolfi L, Silini EM, Sabbioni S, Negrini M.",Mol Ther Nucleic Acids. 2022 Jul 20;29:538-549. doi: 10.1016/j.omtn.2022.07.015. eCollection 2022 Sep 13.,Callegari E,Mol Ther Nucleic Acids,2022,29/8/2022,PMC9395755,,10.1016/j.omtn.2022.07.015,CDK
37038927,Advances in pharmacotherapies that target the cell cycle for treatment of breast cancer: where are we at today?,"Perrone M, Giuliani F, Sanna V, Bruno S, Melaccio A, Santoro AN, Laface C, Maselli FM, Iaia ML, Guarini C, Fancellu A, Fedele P.",Expert Opin Pharmacother. 2023 Jun;24(8):887-900. doi: 10.1080/14656566.2023.2201373. Epub 2023 Apr 12.,Perrone M,Expert Opin Pharmacother,2023,11/4/2023,,,10.1080/14656566.2023.2201373,CDK
36704980,"The effect and safety of CDK4/6 inhibitors combined endocrine therapy on HR+, HER2-breast cancer: a meta-analysis of randomized controlled trials","Huang T, He Y, Yu C, Mao F, Si Y.",Endokrynol Pol. 2023;74(1):89-105. doi: 10.5603/EP.a2023.0007. Epub 2023 Jan 27.,Huang T,Endokrynol Pol,2023,27/1/2023,,,10.5603/EP.a2023.0007,CDK
35870712,Radiation Therapy With Cyclin-Dependent Kinase 4/6 Inhibitors: A Multi-institutional Safety and Toxicity Study,"Al-Rashdan A, Quirk S, Roumeliotis M, Abedin T, Amaro CP, Barbera L, Lupichuk S, Cao JQ.",Int J Radiat Oncol Biol Phys. 2022 Nov 1;114(3):399-408. doi: 10.1016/j.ijrobp.2022.07.005. Epub 2022 Jul 21.,Al-Rashdan A,Int J Radiat Oncol Biol Phys,2022,23/7/2022,,,10.1016/j.ijrobp.2022.07.005,CDK
35813283,Continuous treatment with abemaciclib leads to sustained and efficient inhibition of breast cancer cell proliferation,"Torres-Guzmán R, Ganado MP, Mur C, Marugan C, Baquero C, Yang Y, Zeng Y, Bian H, Du J, de Dios A, Puig O, Lallena MJ.",Oncotarget. 2022 Jul 2;13:864-875. doi: 10.18632/oncotarget.28249. eCollection 2022.,Torres-Guzmán R,Oncotarget,2022,11/7/2022,PMC9255995,,10.18632/oncotarget.28249,CDK
35732146,Optimizing hormone therapy for breast cancer: Translating gains to the early-stage setting,"Chien AJ, Kyalwazi B, Esserman LJ.",Cell Rep Med. 2022 Jun 21;3(6):100664. doi: 10.1016/j.xcrm.2022.100664.,Chien AJ,Cell Rep Med,2022,22/6/2022,PMC9245052,,10.1016/j.xcrm.2022.100664,CDK
35294522,Phase Ib/II Trial of Ribociclib in Combination with Binimetinib in Patients with NRAS-mutant Melanoma,"Schuler M, Zimmer L, Kim KB, Sosman JA, Ascierto PA, Postow MA, De Vos FYFL, van Herpen CML, Carlino MS, Johnson DB, Berking C, Reddy MB, Harney AS, Berlin JD, Amaria RN.",Clin Cancer Res. 2022 Jul 15;28(14):3002-3010. doi: 10.1158/1078-0432.CCR-21-3872.,Schuler M,Clin Cancer Res,2022,16/3/2022,PMC9365377,,10.1158/1078-0432.CCR-21-3872,CDK
37141550,A Gene Panel Associated With Abemaciclib Utility in ESR1-Mutated Breast Cancer After Prior Cyclin-Dependent Kinase 4/6-Inhibitor Progression,"Brett JO, Dubash TD, Johnson GN, Niemierko A, Mariotti V, Kim LSL, Xi J, Pandey A, Dunne S, Nasrazadani A, Lloyd MR, Kambadakone A, Spring LM, Micalizzi DS, Onozato ML, Che D, Nayar U, Brufsky A, Kalinsky K, Ma CX, O'Shaughnessy J, Han HS, Iafrate AJ, Ryan LY, Juric D, Moy B, Ellisen LW, Maheswaran S, Wagle N, Haber DA, Bardia A, Wander SA.",JCO Precis Oncol. 2023 May;7:e2200532. doi: 10.1200/PO.22.00532.,Brett JO,JCO Precis Oncol,2023,4/5/2023,,,10.1200/PO.22.00532,CDK
36003796,Review: Precise sarcoma patient-derived orthotopic xenograft (PDOX) mouse models enable identification of novel effective combination therapies with the cyclin-dependent kinase inhibitor palbociclib: A strategy for clinical application,"Higuchi T, Igarashi K, Yamamoto N, Hayashi K, Kimura H, Miwa S, Bouvet M, Tsuchiya H, Hoffman RM.",Front Oncol. 2022 Aug 8;12:957844. doi: 10.3389/fonc.2022.957844. eCollection 2022.,Higuchi T,Front Oncol,2022,25/8/2022,PMC9393494,,10.3389/fonc.2022.957844,CDK
37017995,Emerging predictive biomarkers in the management of bone and soft tissue sarcomas,"Haddox CL, Riedel RF.",Expert Rev Anticancer Ther. 2023 May;23(5):495-502. doi: 10.1080/14737140.2023.2200169. Epub 2023 Apr 10.,Haddox CL,Expert Rev Anticancer Ther,2023,5/4/2023,,,10.1080/14737140.2023.2200169,CDK
36656642,Effect of adenosine triphosphate on ribociclib-induced skin toxicity in rats,"Akbaş N, Akbaş EM, Süleyman Z, Çiçek B, Ağgül AG, Mokhtare B, Süleyman H.",Cutan Ocul Toxicol. 2023 Mar;42(1):32-37. doi: 10.1080/15569527.2023.2166524. Epub 2023 Jan 19.,Akbaş N,Cutan Ocul Toxicol,2023,19/1/2023,,,10.1080/15569527.2023.2166524,CDK
36551637,Repurposing of Commercially Existing Molecular Target Therapies to Boost the Clinical Efficacy of Immune Checkpoint Blockade,"Sinha D, Moseley P, Lu X, Wright Q, Gabrielli B, Frazer IH, Cruz JLG.",Cancers (Basel). 2022 Dec 13;14(24):6150. doi: 10.3390/cancers14246150.,Sinha D,Cancers (Basel),2022,23/12/2022,PMC9776741,,10.3390/cancers14246150,CDK
36765293,Efficacy of subsequent treatments in patients with hormone-positive advanced breast cancer who had disease progression under CDK 4/6 inhibitor therapy,"Karacin C, Oksuzoglu B, Demirci A, Keskinkılıç M, Baytemür NK, Yılmaz F, Selvi O, Erdem D, Avşar E, Paksoy N, Demir N, Göksu SS, Türker S, Bayram E, Çelebi A, Yılmaz H, Kuzu ÖF, Kahraman S, Gökmen İ, Sakin A, Alkan A, Nayır E, Uğraklı M, Acar Ö, Ertürk İ, Demir H, Aslan F, Sönmez Ö, Korkmaz T, Celayir ÖM, Karadağ İ, Kayıkçıoğlu E, Şakalar T, Öktem İN, Eren T, Erul E, Mocan EE, Kalkan Z, Yıldırım N, Ergün Y, Akagündüz B, Karakaya S, Kut E, Teker F, Demirel BÇ, Karaboyun K, Almuradova E, Ünal OÜ, Oyman A, Işık D, Okutur K, Öztosun B, Gülbağcı BB, Kalender ME, Şahin E, Seyyar M, Özdemir Ö, Selçukbiricik F, Kanıtez M, Dede İ, Gümüş M, Gökmen E, Yaren A, Menekşe S, Ebinç S, Aksoy S, İmamoğlu Gİ, Altınbaş M, Çetin B, Uluç BO, Er Ö, Karadurmuş N, Erdoğan AP, Artaç M, Tanrıverdi Ö, Çiçin İ, Şendur MAN, Oktay E, Bayoğlu İV, Paydaş S, Aydıner A, Salim DK, Geredeli Ç, Yavuzşen T, Doğan M, Hacıbekiroğlu İ.",BMC Cancer. 2023 Feb 10;23(1):136. doi: 10.1186/s12885-023-10609-8.,Karacin C,BMC Cancer,2023,11/2/2023,PMC9912535,,10.1186/s12885-023-10609-8,CDK
36926051,HR(+)/HER2(-) de novo metastatic breast cancer: a true peculiar entity?,"Torrisi R, Jacobs F, Miggiano C, De Sanctis R, Santoro A.",Drugs Context. 2023 Mar 6;12:2022-12-2. doi: 10.7573/dic.2022-12-2. eCollection 2023.,Torrisi R,Drugs Context,2023,17/3/2023,PMC10012832,,10.7573/dic.2022-12-2,CDK
35617640,Economic Cost and Sustainability of Oral Therapies in Precision Oncology,"Desai AP, Scheckel CJ, Soderberg LC, Jensen CJ, Orme JJ, Tella SH, Kommalapati A, Pritchett JC, Khera N, Mahipal A, Go RS; Mayo Clinic Hematology and ONcology Outcomes Research (HONOR) Group.",JCO Oncol Pract. 2022 Aug;18(8):e1247-e1254. doi: 10.1200/OP.21.00847. Epub 2022 May 26.,Desai AP,JCO Oncol Pract,2022,26/5/2022,,,10.1200/OP.21.00847,CDK
37074594,Place in Therapy of Cyclin-Dependent Kinase 4/6 Inhibitors in Breast Cancer: A Targeted Literature Review,"Zhao M, Hanson KA, Zhang Y, Zhou A, Cha-Silva AS.",Target Oncol. 2023 May;18(3):327-358. doi: 10.1007/s11523-023-00957-7. Epub 2023 Apr 19.,Zhao M,Target Oncol,2023,19/4/2023,PMC10191980,,10.1007/s11523-023-00957-7,CDK
36706608,"2-Anilino-4-(1-methyl-1H-pyrazol-4-yl)pyrimidine-derived CDK2 inhibitors as anticancer agents: Design, synthesis & evaluation","Fanta BS, Mekonnen L, Basnet SKC, Teo T, Lenjisa J, Khair NZ, Kou L, Tadesse S, Sykes MJ, Yu M, Wang S.",Bioorg Med Chem. 2023 Feb 15;80:117158. doi: 10.1016/j.bmc.2023.117158. Epub 2023 Jan 11.,Fanta BS,Bioorg Med Chem,2023,27/1/2023,,,10.1016/j.bmc.2023.117158,CDK
36335120,"Abemaciclib in combination with pembrolizumab for HR+, HER2- metastatic breast cancer: Phase 1b study","Rugo HS, Kabos P, Beck JT, Jerusalem G, Wildiers H, Sevillano E, Paz-Ares L, Chisamore MJ, Chapman SC, Hossain AM, Chen Y, Tolaney SM.",NPJ Breast Cancer. 2022 Nov 5;8(1):118. doi: 10.1038/s41523-022-00482-2.,Rugo HS,NPJ Breast Cancer,2022,6/11/2022,PMC9637121,,10.1038/s41523-022-00482-2,CDK
35972817,Phase I trial of ribociclib with platinum chemotherapy in ovarian cancer,"Coffman LG, Orellana TJ, Liu T, Frisbie LG, Normolle D, Griffith K, Uppal S, McLean K, Berger J, Boisen M, Courtney-Brooks M, Edwards RP, Lesnock J, Mahdi H, Olawaiye A, Sukumvanich P, Taylor SE, Buckanovich R.",JCI Insight. 2022 Sep 22;7(18):e160573. doi: 10.1172/jci.insight.160573.,Coffman LG,JCI Insight,2022,16/8/2022,PMC9675476,,10.1172/jci.insight.160573,CDK
36110891,Update Breast Cancer 2022 Part 4 - Advanced-Stage Breast Cancer,"Aktas B, Fehm TN, Welslau M, Müller V, Lüftner D, Schütz F, Fasching PA, Janni W, Thomssen C, Witzel I, Belleville E, Untch M, Thill M, Tesch H, Ditsch N, Lux MP, Banys-Paluchowski M, Kolberg-Liedtke C, Hartkopf AD, Wöckel A, Kolberg HC, Stickeler E, Harbeck N, Schneeweiss A.",Geburtshilfe Frauenheilkd. 2022 Sep 13;82(9):922-931. doi: 10.1055/a-1912-7362. eCollection 2022 Sep.,Aktas B,Geburtshilfe Frauenheilkd,2022,16/9/2022,PMC9470282,,10.1055/a-1912-7362,CDK
35484313,Cytokinetic-driven myeloprotection after cytotoxic chemotherapy: from an old idea to a new clinical approach,"Sbrana A, Antonuzzo A, Danova M.",Support Care Cancer. 2022 Sep;30(9):7057-7060. doi: 10.1007/s00520-022-07084-5. Epub 2022 Apr 28.,Sbrana A,Support Care Cancer,2022,28/4/2022,,,10.1007/s00520-022-07084-5,CDK
